Floor/Area,Bay Number,Bay Name,Occupied At,Occupancy Hours,Occupancy Percent,Occupancy Count,Ave Bays Occupied
Precinct 3,All,-,2020/05/01 19:00:00,90.4,33.6059,198,90.4
Precinct 4,All,-,2020/05/01 19:00:00,6.1167,7.9437,4,6.1167
Precinct 1,All,-,2020/05/01 20:00:00,21.2833,8.6871,51,21.2833
Precinct 2,All,-,2020/05/01 20:00:00,28.5833,17.2189,94,28.5833
Precinct 3,All,-,2020/05/01 20:00:00,72.15,26.8216,133,72.15
Precinct 4,All,-,2020/05/01 20:00:00,5.9833,7.7706,12,5.9833
Precinct 1,All,-,2020/05/01 21:00:00,19.85,8.102,18,19.85
Precinct 2,All,-,2020/05/01 21:00:00,24.8833,14.99,59,24.8833
Precinct 3,All,-,2020/05/01 21:00:00,54.7667,20.3594,55,54.7667
Precinct 4,All,-,2020/05/01 21:00:00,5,6.4935,6,5
Precinct 1,All,-,2020/05/01 22:00:00,17.7667,7.2517,6,17.7667
Precinct 2,All,-,2020/05/01 22:00:00,23.1333,13.9357,39,23.1333
Precinct 3,All,-,2020/05/01 22:00:00,44.4667,16.5304,23,44.4667
Precinct 4,All,-,2020/05/01 22:00:00,5,6.4935,0,5
Precinct 1,All,-,2020/05/01 23:00:00,17.35,7.0816,2,17.35
Precinct 2,All,-,2020/05/01 23:00:00,20.35,12.259,36,20.35
Precinct 3,All,-,2020/05/01 23:00:00,43.65,16.2268,19,43.65
Precinct 4,All,-,2020/05/01 23:00:00,5,6.4935,0,5
Precinct 1,All,-,2020/05/02 00:00:00,17.2667,7.0476,5,17.2667
Precinct 2,All,-,2020/05/02 00:00:00,20.6333,12.4297,16,20.6333
Precinct 3,All,-,2020/05/02 00:00:00,43.8333,16.2949,10,43.8333
Precinct 4,All,-,2020/05/02 00:00:00,5,6.4935,0,5
Precinct 1,All,-,2020/05/02 01:00:00,15.8667,6.4762,7,15.8667
Precinct 2,All,-,2020/05/02 01:00:00,20,12.0482,2,20
Precinct 3,All,-,2020/05/02 01:00:00,42.0667,15.6382,2,42.0667
Precinct 4,All,-,2020/05/02 01:00:00,6.3167,8.2035,1,6.3167
Precinct 1,All,-,2020/05/02 02:00:00,15.45,6.3061,2,15.45
Precinct 2,All,-,2020/05/02 02:00:00,21.5833,13.002,2,21.5833
Precinct 3,All,-,2020/05/02 02:00:00,40.15,14.9257,6,40.15
Precinct 4,All,-,2020/05/02 02:00:00,5.9667,7.7489,4,5.9667
Precinct 1,All,-,2020/05/02 03:00:00,15.7167,6.415,1,15.7167
Precinct 2,All,-,2020/05/02 03:00:00,19.4667,11.7269,1,19.4667
Precinct 3,All,-,2020/05/02 03:00:00,41.1167,15.285,5,41.1167
Precinct 4,All,-,2020/05/02 03:00:00,5.75,7.4675,2,5.75
Precinct 1,All,-,2020/05/02 04:00:00,17.3167,7.068,5,17.3167
Precinct 2,All,-,2020/05/02 04:00:00,19.5,11.747,5,19.5
Precinct 3,All,-,2020/05/02 04:00:00,42.0667,15.6382,5,42.0667
Precinct 4,All,-,2020/05/02 04:00:00,5.9833,7.7706,1,5.9833
Precinct 1,All,-,2020/05/02 05:00:00,16.9333,6.9116,9,16.9333
Precinct 2,All,-,2020/05/02 05:00:00,19.3833,11.6767,13,19.3833
Precinct 3,All,-,2020/05/02 05:00:00,39.0667,14.5229,6,39.0667
Precinct 4,All,-,2020/05/02 05:00:00,6.4667,8.3983,2,6.4667
Precinct 1,All,-,2020/05/02 06:00:00,17.6,7.1837,14,17.6
Precinct 2,All,-,2020/05/02 06:00:00,22.2833,13.4237,26,22.2833
Precinct 3,All,-,2020/05/02 06:00:00,37.0333,13.767,9,37.0333
Precinct 4,All,-,2020/05/02 06:00:00,6.0167,7.8139,5,6.0167
